plot_order,figure_panel,experiment,cohort,system,metric,denominator,n_cases,n_patients,n_answered,n_runs,value,sd_runs,ci95_case_lo,ci95_case_hi,ci95_pat_lo,ci95_pat_hi
1,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5.4,proportion of plans: tissue segmentation and classification,full_cohort,50,,50,50,1.0,n.a. proportion of runs,0.9287,1.0,n.a. Wilson interval over runs,n.a. Wilson interval over runs
2,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5.4,proportion of plans: cell segmentation and classification,full_cohort,50,,50,50,0.0,n.a. proportion of runs,0.0,0.0713,n.a. Wilson interval over runs,n.a. Wilson interval over runs
3,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5.4,proportion of plans: invokes a model to classify tumour,full_cohort,50,,50,50,1.0,n.a. proportion of runs,0.9287,1.0,n.a. Wilson interval over runs,n.a. Wilson interval over runs
4,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5.4,proportion of plans: invokes a model to classify lymph node,full_cohort,50,,50,50,1.0,n.a. proportion of runs,0.9287,1.0,n.a. Wilson interval over runs,n.a. Wilson interval over runs
5,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5.4,runs with no executable plan (count),full_cohort,50,,50,50,0.0,,,,,
6,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5.2,proportion of plans: tissue segmentation and classification,full_cohort,50,,50,50,1.0,n.a. proportion of runs,0.9287,1.0,n.a. Wilson interval over runs,n.a. Wilson interval over runs
7,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5.2,proportion of plans: cell segmentation and classification,full_cohort,50,,50,50,0.0,n.a. proportion of runs,0.0,0.0713,n.a. Wilson interval over runs,n.a. Wilson interval over runs
8,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5.2,proportion of plans: invokes a model to classify tumour,full_cohort,50,,50,50,1.0,n.a. proportion of runs,0.9287,1.0,n.a. Wilson interval over runs,n.a. Wilson interval over runs
9,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5.2,proportion of plans: invokes a model to classify lymph node,full_cohort,50,,50,50,1.0,n.a. proportion of runs,0.9287,1.0,n.a. Wilson interval over runs,n.a. Wilson interval over runs
10,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5.2,runs with no executable plan (count),full_cohort,50,,50,50,0.0,,,,,
11,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5,proportion of plans: tissue segmentation and classification,full_cohort,50,,50,50,1.0,n.a. proportion of runs,0.9287,1.0,n.a. Wilson interval over runs,n.a. Wilson interval over runs
12,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5,proportion of plans: cell segmentation and classification,full_cohort,50,,50,50,0.02,n.a. proportion of runs,0.0035,0.105,n.a. Wilson interval over runs,n.a. Wilson interval over runs
13,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5,proportion of plans: invokes a model to classify tumour,full_cohort,50,,50,50,1.0,n.a. proportion of runs,0.9287,1.0,n.a. Wilson interval over runs,n.a. Wilson interval over runs
14,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5,proportion of plans: invokes a model to classify lymph node,full_cohort,50,,50,50,1.0,n.a. proportion of runs,0.9287,1.0,n.a. Wilson interval over runs,n.a. Wilson interval over runs
15,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-5,runs with no executable plan (count),full_cohort,50,,50,50,0.0,,,,,
16,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-4o,proportion of plans: tissue segmentation and classification,full_cohort,50,,50,50,0.04,n.a. proportion of runs,0.011,0.1346,n.a. Wilson interval over runs,n.a. Wilson interval over runs
17,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-4o,proportion of plans: cell segmentation and classification,full_cohort,50,,50,50,0.96,n.a. proportion of runs,0.8654,0.989,n.a. Wilson interval over runs,n.a. Wilson interval over runs
18,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-4o,proportion of plans: invokes a model to classify tumour,full_cohort,50,,50,50,0.94,n.a. proportion of runs,0.8378,0.9794,n.a. Wilson interval over runs,n.a. Wilson interval over runs
19,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-4o,proportion of plans: invokes a model to classify lymph node,full_cohort,50,,50,50,0.08,n.a. proportion of runs,0.0315,0.1884,n.a. Wilson interval over runs,n.a. Wilson interval over runs
20,Supplementary Fig. 3a,"Planner backbone variation, lymph node metastasis","identical task description, 50 independent plans per backbone",GPT-4o,runs with no executable plan (count),full_cohort,50,,50,50,0.0,,,,,
